fire	year	temp	humidity	rainfall	drought_code	buildup_index	day	month	wind_speed	encoded_fire	loss_e1	pred_e1	loss_e2	pred_e2	loss_e3	pred_e3	loss_e4	pred_e4	loss_e5	pred_e5	loss_e6	pred_e6	loss_e7	pred_e7	loss_e8	pred_e8	loss_e9	pred_e9	loss_e10	pred_e10	pred
yes	2007	32	66	0.0	56.41	15.86	24	6	19	1	0.44237450765837166	0	0.30885295662236006	0	0.32303535466470595	0	0.33026779795402955	0	0.30205911971949734	0	0.23289176684186588	1	0.16574320132879833	1	0.13723982346673408	1	0.12257483697513605	1	0.1150571647952123	1	1
yes	2013	32	63	0.0	64.44	18.59	25	6	17	1	0.39290383684184244	0	0.21547105595705088	1	0.19250405142636007	1	0.16437872326140293	1	0.1321100299672717	1	0.10113509851975876	1	0.08081098663407375	1	0.0677938185119742	1	0.05940235977276965	1	0.05428308977292587	1	1
yes	2011	30	62	0.0	72.51	22.26	26	6	18	1	0.3839502036067307	0	0.2156157101651728	1	0.18789683499605453	1	0.15606436949387975	1	0.11788692934694228	1	0.08398278273936564	1	0.0631665628617517	1	0.05087423080348196	1	0.04361642343197717	1	0.03961554308767832	1	1
yes	2009	33	55	0.0	88.58	30.49	28	6	14	1	0.36008738015282765	0	0.1995087828966439	1	0.16435427044652232	1	0.11603316655625932	1	0.06582970318171208	1	0.03235028093261218	1	0.01682572772338236	1	0.009804767427420973	1	0.006414347774748857	1	0.004686993447169492	1	1
no	2012	31	46	0.3	84.82	24.79	29	6	14	0	0.20265300953808632	0	0.35526425303477854	1	0.4134094703158973	1	0.5052428105645145	1	0.6185272627677453	1	0.7174850265703185	1	0.7804343932456167	1	0.8185543811904845	1	0.8420500821590733	1	0.8563593482158293	1	1
yes	2015	32	50	0.0	93.22	29.17	30	6	14	1	0.31807635102804904	0	0.16483933663106318	1	0.12745411828327413	1	0.08567885139338817	1	0.051044746448048316	1	0.03014851104499731	1	0.02012132782072075	1	0.014971200612359317	1	0.012036165920679463	1	0.010254229384538726	1	1
no	2011	28	66	1.0	9.52	3.81	1	7	21	0	0.19902883663091264	0	0.2384820516647018	0	0.17209097587130465	0	0.11910229024981012	0	0.09004488364603232	0	0.07015569233140109	0	0.0581838341752413	0	0.05214640153218334	0	0.04945529748247345	0	0.04849874038068817	0	0
no	2017	28	77	1.2	9.06	3.25	2	7	21	0	0.20986767728258118	0	0.2662133175249489	1	0.19277393987930574	0	0.10380667023135924	0	0.061205677539219676	0	0.040328975476352356	0	0.02846863803514869	0	0.0223095249051172	0	0.019051953896222138	0	0.017310980909571345	0	0
no	2015	33	78	0.0	19.46	6.4	4	7	18	0	0.18778985772650142	0	0.24256057350623414	0	0.18198655651885692	0	0.11196145493302198	0	0.07383965108497849	0	0.05366569361559305	0	0.04341117463977332	0	0.038662648518587715	0	0.03697542126868758	0	0.03699467559659542	0	0
yes	2016	34	64	0.0	28.2	9.1	5	7	15	1	0.3133878796997586	0	0.22738067151514801	1	0.25959806884097736	0	0.32037255605929016	0	0.4125822272114748	0	0.48347505522039114	0	0.5127099973843686	0	0.5163110298759334	0	0.49950176789671624	0	0.4535281531362716	0	1
yes	2007	33	69	0.0	50.56	15.43	8	7	20	1	0.3590425032964522	0	0.30438776140744966	0	0.346410102494661	0	0.387179423598807	0	0.4055793590731897	0	0.38495572016013463	0	0.3187241628011464	0	0.23700656707742293	1	0.16271559205725528	1	0.12738504613785878	1	1
no	2015	32	70	1.4	10.05	8.31	9	7	16	0	0.21616108127329786	0	0.2792909744004732	1	0.24122378058541752	0	0.1892947173232317	0	0.13341976647851445	0	0.09979400632407813	0	0.08155203534755238	0	0.06965987220109852	0	0.06200803683847776	0	0.057927589292261196	0	0
no	2007	33	67	0.7	10.23	6.0	10	7	13	0	0.17025814697681246	0	0.19762288345968101	0	0.16441298612129362	0	0.13965463586876278	0	0.1267867608139259	0	0.12123908405505344	0	0.11959677953362917	0	0.12077428680100925	0	0.12366076237694287	0	0.12884858537389793	0	0
no	2012	34	74	0.0	18.95	8.94	11	7	15	0	0.1723826262448607	0	0.22073252432900592	0	0.18042281055066617	0	0.1337471705377787	0	0.1071309793807107	0	0.09120978350041878	0	0.08320526984139316	0	0.07973557416622618	0	0.07871615010851075	0	0.07978353412657184	0	0
no	2013	32	73	0.1	27.82	10.17	12	7	15	0	0.16206833365012804	0	0.21758876903749932	0	0.18183453794183105	0	0.1359895678912217	0	0.10404820402374271	0	0.08472063293398963	0	0.07056619578976878	0	0.061945887469110575	0	0.05676352121563326	0	0.05341098169386113	0	0
no	2015	34	62	0.6	23.89	8.59	14	7	14	0	0.17597820499497022	0	0.24999639825500705	0	0.23168212505535765	0	0.20232713524041782	0	0.16687077947255746	0	0.13892396308622237	0	0.11651193634588942	0	0.10139476636558561	0	0.092213160540645	0	0.08881239586752906	0	1
no	2012	30	81	0.4	17.22	6.27	15	7	19	0	0.12740502788986757	0	0.16026054896828235	0	0.12139684231472568	0	0.09268982423110836	0	0.07224427525431032	0	0.05791945569820899	0	0.04799522088842396	0	0.041444824165682	0	0.03669765544312428	0	0.03320530276913937	0	0
no	2016	28	77	0.0	25.9	8.83	16	7	23	0	0.12739068081694815	0	0.18536537971310968	0	0.14417928757058648	0	0.09422994623892494	0	0.06547489463548388	0	0.04462286634971092	0	0.03044444291321174	0	0.021853185364476616	0	0.017938490500674607	0	0.01530954351632045	0	0
yes	2008	30	70	0.0	34.76	11.37	17	7	16	1	0.45002069592833255	0	0.38633651828501775	0	0.4194490020260796	0	0.4559677737340472	0	0.4918473327105445	0	0.5173059072526651	0	0.529546522611615	0	0.5362589417038782	0	0.541714491731622	0	0.5466091993384183	0	0
yes	2011	36	54	0.0	67.91	22.61	10	8	14	1	0.3857439591199132	0	0.2785138967759833	0	0.2643170615635276	0	0.23319862694806776	1	0.17742678422796976	1	0.11689212627350413	1	0.08323366792750125	1	0.05794618771421445	1	0.040432772355448045	1	0.028389896433789346	1	1
yes	2017	35	63	0.0	77.23	25.67	11	8	15	1	0.3391101735411297	0	0.22000631340527074	1	0.1940084531637435	1	0.16210079756593332	1	0.12877194867323172	1	0.10132697614467943	1	0.08081155650901126	1	0.06377785625347467	1	0.049999314221436636	1	0.03861969044583558	1	1
no	2007	35	51	0.3	75.8	21.6	12	8	15	0	0.16777776933268973	0	0.23382019141174123	0	0.25557207413899063	1	0.3165796737346571	1	0.410300555597752	1	0.49832693373513476	1	0.5838933224896712	1	0.6549760076253798	1	0.7099829215507963	1	0.7524861479413442	1	1
yes	2017	33	64	0.0	94.81	27.97	14	8	16	1	0.33118308809149155	0	0.21111370296518797	1	0.17672289961989637	1	0.14319146487386833	1	0.11899600973998413	1	0.10058949115900231	1	0.08675895104306831	1	0.07583706879684035	1	0.06657253387745794	1	0.05779097919556285	1	1
yes	2011	35	56	0.3	92.76	22.36	15	8	13	1	0.3141585914123343	0	0.22399277337181303	1	0.19081661802998667	1	0.14718149472473047	1	0.11126688174159391	1	0.08071922156573394	1	0.05908807007664987	1	0.04473801558482646	1	0.03513929187513272	1	0.028292994687412115	1	1
yes	2011	35	59	0.3	91.16	18.28	16	8	20	1	0.2905624181869098	0	0.21282669428463408	1	0.1860038980537183	1	0.14569335736961528	1	0.11457368947920069	1	0.0879367574416398	1	0.06893126994545658	1	0.056111252924655144	1	0.047344883099270416	1	0.04081966232923107	1	1
yes	2010	36	52	0.0	101.16	23.44	17	8	20	1	0.26782104283667996	0	0.18618655156898223	1	0.1518541776695015	1	0.10874736519072865	1	0.06937441272921202	1	0.04186462403993663	1	0.02625094113601108	1	0.017724585953228972	1	0.012848342689022017	1	0.009807811802571027	1	1
yes	2012	36	52	0.0	111.2	27.75	18	8	20	1	0.23763107786675605	1	0.16145138051046412	1	0.12335909280599623	1	0.07957331611094726	1	0.045337639734152085	1	0.025072461710214277	1	0.014898741568808835	1	0.009745988000677542	1	0.006910759460938108	1	0.005174632635501021	1	1
yes	2007	35	60	0.0	121.2	31.35	19	8	21	1	0.2662069313389898	0	0.18673370232897366	1	0.15101504365285012	1	0.1044502546417788	1	0.06192605182651606	1	0.03406385527282594	1	0.01959110637192472	1	0.01233929338137579	1	0.008507871748456247	1	0.006283948622942321	1	1
yes	2017	36	60	0.0	141.96	39.63	21	8	21	1	0.18873516616909833	1	0.11458605146636153	1	0.07505573087719582	1	0.0384003163390841	1	0.01760496828142082	1	0.008515619681537358	1	0.004763477737598608	1	0.0030411611784086317	1	0.0021228514936598116	1	0.0015571461797401435	1	1
yes	2012	37	53	0.0	151.37	43.23	22	8	19	1	0.191513987561087	1	0.12030264895199283	1	0.07753128447640276	1	0.03662120301971943	1	0.013947332613825619	1	0.005209860900325565	1	0.002242720569324325	1	0.0011411337376341273	1	0.000664296587893683	1	0.0004248671686279539	1	1
yes	2014	35	54	0.0	162.28	48.13	23	8	16	1	0.16818376696519718	1	0.1002461698172841	1	0.0600944827658145	1	0.02599787173438215	1	0.009422897941713216	1	0.0035343603148368105	1	0.0015742570217053278	1	0.0008356872191144882	1	0.00050559451296704	1	0.00033302343129603144	1	1
yes	2010	33	66	0.0	172.19	51.54	24	8	15	1	0.1834509365662427	1	0.11860467600236746	1	0.07834727348005024	1	0.03914069035701515	1	0.01624632512405244	1	0.006663277589025323	1	0.0031211305044954746	1	0.0017099652982775133	1	0.0010645381373656248	1	0.0007228123857570855	1	1
yes	2015	34	60	0.0	181.9	55.0	25	8	15	1	0.13494881663065345	1	0.07767487123176735	1	0.04337155388348424	1	0.017222550100710363	1	0.005918227318715049	1	0.0021824145603547905	1	0.0009732655400571681	1	0.0005204869967387847	1	0.0003173247914203626	1	0.00020997353280471757	1	1
yes	2016	31	79	0.0	191.26	58.09	26	8	20	1	0.12558913994202764	1	0.07517743741397653	1	0.045514496410440954	1	0.021466064698294957	1	0.009547748757596114	1	0.004679379290869794	1	0.0027079725055598625	1	0.001805277843429417	1	0.0013221906047694444	1	0.001015551044395846	1	1
yes	2008	33	83	0.0	201.01	59.47	27	8	23	1	0.15567081460479532	1	0.10461704614365727	1	0.07035189464573942	1	0.03604249233915941	1	0.015275108986703393	1	0.006269427090646495	1	0.002899143678458945	1	0.0015638688316228662	1	0.0009645703341683892	1	0.0006533631342204558	1	1
yes	2015	34	66	0.0	210.55	62.99	28	8	16	1	0.09483631697474246	1	0.05272917353139989	1	0.0266845812483576	1	0.009307091842735756	1	0.0028424263958950827	1	0.0009519928318563649	1	0.00039328907407053243	1	0.00019816538358553412	1	0.0001153796262182159	1	7.364879384932547e-05	1	1
no	2013	35	70	0.8	181.14	37.76	30	8	19	0	0.4803891425359012	1	0.5604698898211813	1	0.6383340114355158	1	0.735063912337978	1	0.8131032464308097	1	0.8636760579391353	1	0.8928867573881737	1	0.9097157218979178	1	0.9199695983577986	1	0.9269957052870543	1	1
no	2010	27	82	16.8	9.51	8.54	31	8	23	0	0.33189068587877113	1	0.27838751347776897	1	0.19300121261093564	0	0.12629722122391274	0	0.08566382226762854	0	0.054252495223660956	0	0.03322405558864512	0	0.020221746002692116	0	0.012315425524054527	0	0.009169366953693199	0	0
no	2013	24	77	7.2	8.38	2.63	1	9	19	0	0.3554157523081218	1	0.293034767649376	1	0.18191551648002224	0	0.08818590450744498	0	0.04339191051718767	0	0.021750373668038607	0	0.011508304207054728	0	0.006775437933831753	0	0.004795049013552301	0	0.0036827459000655463	0	0
no	2013	30	73	0.1	16.28	3.58	4	9	18	0	0.3642921256560744	1	0.3440424587467659	1	0.26703624052791636	1	0.14673198454894495	0	0.07225470529661937	0	0.0403721800932047	0	0.023894975773220837	0	0.015816529918132746	0	0.011574243600128	0	0.009210611038088812	0	0
yes	2014	28	77	0.0	24.05	5.7	5	9	18	1	0.17314488899163683	1	0.18707664464325283	1	0.25904934488473647	0	0.4177406921555863	0	0.5507585906479562	0	0.657155104636916	0	0.7345304287503708	0	0.784761451398428	0	0.8173997756748655	0	0.8386995655125841	0	0
no	2017	31	72	0.3	30.47	5.63	7	9	17	0	0.4150238371412982	1	0.42444451817732737	1	0.3886519766280845	1	0.30991952986359134	1	0.18365691727573494	0	0.0879232861778577	0	0.058091946141032	0	0.04307973700681682	0	0.03503542685703648	0	0.0309270922998066	0	0
no	2011	31	75	1.0	8.67	3.54	9	9	17	0	0.3043169887920333	1	0.2749786042553365	1	0.1977230249909692	0	0.11679301360948666	0	0.07647059438635073	0	0.05159198781856989	0	0.03656360939551038	0	0.02792948840897929	0	0.022568974408903483	0	0.01900679773899553	0	0
no	2013	25	86	4.6	7.76	2.01	13	9	23	0	0.2776515389586579	1	0.2309925034000096	0	0.15302339949790175	0	0.08632162007758479	0	0.04598246372480404	0	0.02635873002534123	0	0.016594492814657684	0	0.011233894795033757	0	0.008024791735117309	0	0.005968237487392144	0	0
no	2013	24	80	0.4	7.7	1.58	15	9	15	0	0.26749601497622333	1	0.24445943307302004	0	0.17780626733350968	0	0.10723047906384835	0	0.06443298301321218	0	0.037761192835341864	0	0.02232992656722336	0	0.014015231250865845	0	0.009313714036372043	0	0.0071856088401749734	0	0
no	2013	30	63	0.0	15.77	4.8	16	9	14	0	0.28353827206507765	1	0.28941462580195443	1	0.2473755973652272	0	0.17863629806863848	0	0.09785622076934082	0	0.06577838724855516	0	0.049888449791926914	0	0.039687363520131046	0	0.03277469757767916	0	0.027852780415248527	0	0
yes	2009	28	55	0.0	42.1	14.39	19	9	14	1	0.26185939417267	0	0.24084283463894537	1	0.25452310726565064	0	0.2804623728306676	0	0.32556121418980466	0	0.37128492614827135	0	0.4038863821470475	0	0.42671958414178973	0	0.4467893332753546	0	0.4655168649445694	0	1
yes	2008	27	83	0.0	49.31	16.04	20	9	18	1	0.27918705950255635	0	0.2790204568565011	0	0.31536713354392265	0	0.3624834913691944	0	0.4158772749974247	0	0.4573146329081614	0	0.47924033039073327	0	0.49624374938614524	0	0.5108508897531906	0	0.5243647573133525	0	0
no	2017	32	52	0.6	42.12	13.86	22	9	21	0	0.35940336346897567	1	0.4128751163220388	1	0.4558324670895782	1	0.5051973844520183	1	0.5412592645802936	1	0.5660521575610509	1	0.5764493927418252	1	0.5803764532763985	1	0.5816677551565816	1	0.5815857936634992	1	1
no	2010	31	56	0.5	30.41	10.52	23	9	11	0	0.26755334733819724	1	0.2891515045758187	1	0.28408524764480003	1	0.2750548156583166	1	0.2587597516529786	1	0.24605651066501175	0	0.23054859374030212	0	0.21601890138225882	0	0.20286235366682123	0	0.19103901604685566	0	1
no	2016	25	83	5.8	8.39	3.66	25	9	22	0	0.2456884573961213	0	0.21798026193879685	0	0.13215108777808227	0	0.07640527030043269	0	0.04179000632556788	0	0.020982372352825518	0	0.010524973558336986	0	0.006801273661160207	0	0.004937637964354228	0	0.004048449388347614	0	0
yes	2016	30	65	0.0	25.05	9.35	27	9	13	1	0.2414929924123895	1	0.21623624381737122	1	0.23261719039067036	1	0.2861674587442597	0	0.3885265580610175	0	0.5066345618805776	0	0.5737121592588692	0	0.614775659639626	0	0.6484299767059944	0	0.6761916237812032	0	0
no	2007	31	45	0.7	9.28	7.49	28	9	16	0	0.2428439541507533	0	0.26320435726911456	1	0.2662155722502669	1	0.27690372446832967	1	0.30028910803894204	1	0.3387395906624344	1	0.3615317304182443	1	0.3649397539721618	1	0.3564976979935432	1	0.33919245391413894	1	1
no	2007	25	82	1.8	7.73	3.35	29	9	18	0	0.1915969042485966	0	0.17768528033258085	0	0.13488925558287818	0	0.09916233620576755	0	0.07342808445873568	0	0.054989252205614084	0	0.040812199045371	0	0.03397369857326648	0	0.02875773759309086	0	0.024586326283202255	0	0
no	2010	25	76	1.4	7.53	2.51	30	9	16	0	0.18431955288996965	0	0.17419882528223735	0	0.13678930509446463	0	0.09675226209896619	0	0.07079867010281608	0	0.05175294276922924	0	0.037385459239375966	0	0.026927366611845846	0	0.019735335615556505	0	0.014747459139838801	0	0
no	2009	33	73	0.7	8.55	3.75	1	6	14	0	0.16698276197905176	0	0.14491919777226703	0	0.12078913873795413	0	0.10357660334370943	0	0.09530944831716977	0	0.09571235219800693	0	0.0997679201140024	0	0.10523943287602668	0	0.11075451878274922	0	0.11495299477663866	0	0
no	2011	29	74	4.0	8.48	3.17	2	6	14	0	0.15962175281498348	0	0.13353103834895308	0	0.10718251177164255	0	0.08565199737625229	0	0.0717580830469708	0	0.06491556185625177	0	0.0610190906313926	0	0.058443931358165786	0	0.05633011644956742	0	0.05395003484602174	0	0
yes	2017	36	54	0.1	26.87	10.04	6	6	12	1	0.27891908002838767	0	0.28221035318680265	0	0.3235010180417688	0	0.3716563790365391	0	0.39622815731960803	0	0.3739760838806097	0	0.33203018535890294	0	0.2846936991816355	0	0.23948141114616855	1	0.20293457712296928	1	1
yes	2008	35	46	0.2	29.5	11.58	7	6	19	1	0.31983092321407497	0	0.33665533555134874	0	0.36955202001545545	0	0.37099132495769954	0	0.32290526599680747	0	0.2326543037406904	1	0.15011990342171624	1	0.12279339641858182	1	0.10473454980958989	1	0.09389206271776802	1	1
no	2016	27	61	0.1	15.14	8.55	9	6	19	0	0.21930903208016106	0	0.20902226641118654	0	0.167098870992644	0	0.12063172696238628	0	0.09500543498733836	0	0.07797065378520501	0	0.06265949304078804	0	0.05311772175178241	0	0.04616114418093631	0	0.04148375387336292	0	0
yes	2009	32	44	0.0	30.63	18.89	11	6	23	1	0.31825246645194855	0	0.3102124036419316	0	0.31476217378081595	0	0.28644550440839706	0	0.21765262499856172	1	0.14442464860557777	1	0.11665047393941512	1	0.09786299982389966	1	0.08676308828848306	1	0.08113909379971197	1	1
no	2017	30	53	2.0	8.71	11.38	13	6	16	0	0.2457224338118093	0	0.24954021220678102	0	0.22880217899004876	0	0.20422674837024116	0	0.17757185727973473	0	0.15066237487788636	0	0.12111407896304144	0	0.09558557179528722	0	0.08076574888389984	0	0.06725922657248089	0	0
no	2008	28	81	0.7	7.62	6.82	14	6	18	0	0.16169897559586455	0	0.14514452822685014	0	0.12733381313175066	0	0.11485853033529508	0	0.10801878204423095	0	0.10508446056165831	0	0.10361019249465973	0	0.10263524913556164	0	0.10023000621934829	0	0.0967147233399866	0	0
no	2015	28	92	0.0	14.75	7.24	15	6	17	0	0.1540999191414315	0	0.1242765949604781	0	0.09980844423475242	0	0.07982656072597245	0	0.06498052159032819	0	0.05475104471191724	0	0.04769373212053402	0	0.042822008236256925	0	0.03868092666952485	0	0.03521004989566872	0	0
no	2014	30	88	0.4	8.23	4.56	16	6	15	0	0.1472872568072309	0	0.12051708384697808	0	0.09793481782566599	0	0.07912475975944608	0	0.06533300436889021	0	0.05592742154157278	0	0.04944814612651794	0	0.04493889426763121	0	0.04100826051314893	0	0.03762359801451276	0	0
no	2015	33	68	4.5	9.12	5.09	19	6	16	0	0.17615432750356716	0	0.1508673574094613	0	0.10876330046117857	0	0.08222242964456408	0	0.061339704880145215	0	0.04949355264525458	0	0.0426143128078802	0	0.0376499494358078	0	0.03337036609274865	0	0.02963540296676817	0	0
no	2016	32	73	0.2	8.94	4.19	20	6	15	0	0.15835680242838107	0	0.14294903909026757	0	0.10238531398791573	0	0.07123217106864704	0	0.05251181566370145	0	0.04343301732415274	0	0.037314416344303665	0	0.033144730940280046	0	0.02972895010708147	0	0.026962391103332654	0	0
yes	2017	32	55	0.0	18.6	8.44	21	6	16	1	0.3413046548723971	0	0.32521649068245484	0	0.35556229494434727	0	0.4054274260578756	0	0.46541275458069403	0	0.5063607927378332	0	0.5479667614843107	0	0.5881369319403305	0	0.6281854087877211	0	0.6643888338937344	0	1
no	2014	33	47	1.1	8.37	7.87	22	6	14	0	0.1907006215185365	0	0.20244204382639122	0	0.1947413991955694	0	0.1929082657000737	0	0.2015082263133506	0	0.20947177524141886	0	0.2068882221275193	0	0.1944101274088783	0	0.17247535695500316	0	0.1466304832473922	0	1
no	2007	33	57	0.8	8.52	7.07	23	6	18	0	0.13379527367646504	0	0.12790365281450913	0	0.11355579624642824	0	0.10664291856258704	0	0.10641000845482698	0	0.10970016847990802	0	0.11406859311652603	0	0.11828674749941556	0	0.12089388709960476	0	0.12350193715683712	0	1
yes	2015	36	66	0.0	17.01	10.75	24	6	17	1	0.3721550568481478	0	0.3729027864700798	0	0.42139119779676504	0	0.46371352027463036	0	0.49352971743498336	0	0.5193773484225149	0	0.5424941893323636	0	0.5562015241840763	0	0.5659504670686394	0	0.5745369286158692	0	1
yes	2016	36	64	0.0	34.92	17.24	26	6	17	1	0.3341263546003036	0	0.30743392497342675	0	0.30171038169397907	0	0.2794091283350231	0	0.23716479752193312	1	0.19449932534532327	1	0.16344224312854155	1	0.14322169545008398	1	0.13471245953382574	1	0.1324938501086974	1	1
yes	2010	37	36	0.6	37.44	18.8	29	6	14	1	0.2966106945267523	0	0.24551791583296656	1	0.19644729021724966	1	0.1350635534433772	1	0.08114659256823609	1	0.0484843846475337	1	0.03201511287938145	1	0.023822955251446027	1	0.019666090383392267	1	0.01751847596415578	1	1
no	2014	35	42	1.7	8.86	11.55	30	6	16	0	0.23764060183055058	0	0.27729833885780697	1	0.3199493468217468	1	0.3791428073804126	1	0.44063498802024115	1	0.48452277629432056	1	0.5056414383766784	1	0.5095260252112658	1	0.5024972029394799	1	0.4896948271605156	1	1
no	2009	27	56	2.2	8.92	4.19	1	7	20	0	0.15021017802911912	0	0.12065744089977838	0	0.09549886216048617	0	0.07508240224348185	0	0.060267671235354814	0	0.050684122587896764	0	0.045340311931829747	0	0.04282432738229362	0	0.041745754583545486	0	0.041447627734926294	0	0
yes	2007	34	60	0.0	37.56	14.94	4	7	18	1	0.39358947333356975	0	0.42211308129786834	0	0.45979369009832466	0	0.48851240063499507	0	0.5038647703443584	0	0.4997993246937524	0	0.4711652927162068	0	0.40691077592485636	0	0.30776597231771236	0	0.2199485618424871	1	1
yes	2008	33	46	0.0	46.53	19.47	5	7	18	1	0.34302265066707577	0	0.34503719076193257	0	0.35317342365232174	0	0.32652412580118506	0	0.2554478702995708	0	0.16616303276932828	1	0.11710693768334275	1	0.08925279718491581	1	0.06987414249697198	1	0.05617179975417774	1	1
yes	2010	35	40	0.3	45.97	17.4	6	7	16	1	0.2899619076598799	0	0.2758040385792608	0	0.25520414096429334	0	0.1997664121703673	1	0.13368124844473947	1	0.09803570401913156	1	0.07060422403322972	1	0.051186441433671195	1	0.0384953739111018	1	0.029930900180404875	1	1
no	2007	30	86	0.0	28.64	12.22	27	7	18	0	0.16975328107020915	0	0.15874626417076174	0	0.1400415658010848	0	0.12965305103320493	0	0.12527777825553668	0	0.12255466904980358	0	0.1208753067423465	0	0.1188337051972316	0	0.11507281188129449	0	0.11098333281394941	0	0
yes	2012	34	55	0.0	37.76	15.73	28	7	17	1	0.2854213040962889	0	0.25073678517955594	0	0.21541131981733108	1	0.16529540488764938	1	0.13291904196536392	1	0.11626295723152295	1	0.1091138001108549	1	0.10838102650823535	1	0.1123546595944374	1	0.11779119659096166	1	1
yes	2014	36	57	0.0	58.1	24.42	30	7	18	1	0.2523613538346281	0	0.2044473811219623	1	0.1577390696241462	1	0.10936306661012263	1	0.073983188050016	1	0.05394004158816815	1	0.04332391074242515	1	0.03776327386534071	1	0.03505931568371796	1	0.03343529032395131	1	1
